investor_id,state,city,city_tier,age_group,gender,annual_income_lakh,kyc_status
INV000308,West Bengal,Kolkata,T30,36-45,Male,52.4,Verified
INV000408,Punjab,Amritsar,B30,56+,Male,62.3,Verified
INV000540,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Verified
INV000542,Haryana,Faridabad,B30,36-45,Male,20.3,Verified
INV000583,Punjab,Amritsar,B30,26-35,Male,8.7,Verified
INV000667,Telangana,Hyderabad,T30,26-35,Male,7.5,Verified
INV000766,Uttar Pradesh,Agra,B30,46-55,Male,88.1,Verified
INV001961,Delhi,Gurugram,T30,26-35,Male,23.4,Verified
INV000894,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Verified
INV000855,Maharashtra,Pune,T30,56+,Male,57.1,Verified
INV001723,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Verified
INV001689,Haryana,Faridabad,B30,36-45,Male,40.4,Verified
INV001602,West Bengal,Kolkata,T30,36-45,Male,27.0,Verified
INV001476,Rajasthan,Jaipur,T30,36-45,Male,38.1,Pending
INV001447,Madhya Pradesh,Indore,T30,26-35,Female,14.6,Verified
INV001491,Tamil Nadu,Chennai,T30,56+,Male,78.5,Verified
INV001327,Delhi,New Delhi,T30,36-45,Male,31.2,Verified
INV001311,Telangana,Hyderabad,T30,26-35,Male,20.9,Verified
INV001274,Maharashtra,Mumbai,T30,36-45,Female,55.7,Verified
INV001036,Punjab,Chandigarh,T30,46-55,Female,40.5,Verified
INV001006,Tamil Nadu,Coimbatore,B30,56+,Female,75.6,Verified
INV000962,Punjab,Chandigarh,T30,26-35,Male,24.5,Verified
INV001363,Karnataka,Mysore,B30,56+,Male,29.4,Verified
INV003294,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,Verified
INV003536,Maharashtra,Nashik,B30,36-45,Male,36.9,Verified
INV003473,Telangana,Hyderabad,T30,26-35,Male,16.5,Verified
INV003398,Karnataka,Bangalore,T30,36-45,Male,42.0,Verified
INV003136,Haryana,Gurugram,T30,56+,Male,34.4,Verified
INV003133,West Bengal,Kolkata,T30,46-55,Male,72.8,Verified
INV002951,Karnataka,Bangalore,T30,36-45,Male,58.6,Verified
INV002932,Haryana,Gurugram,T30,36-45,Female,28.4,Verified
INV003713,West Bengal,Kolkata,T30,36-45,Female,29.9,Verified
INV003161,Uttar Pradesh,Kanpur,B30,36-45,Female,30.2,Verified
INV003902,Karnataka,Mysore,B30,26-35,Male,23.1,Verified
INV004493,Tamil Nadu,Chennai,T30,36-45,Male,19.3,Verified
INV003978,Telangana,Hyderabad,T30,26-35,Female,6.2,Verified
INV004983,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Verified
INV002754,Karnataka,Bangalore,T30,46-55,Male,82.6,Verified
INV004887,Gujarat,Surat,T30,56+,Female,79.4,Verified
INV004833,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Verified
INV004774,Tamil Nadu,Coimbatore,B30,36-45,Male,21.8,Verified
INV004714,Madhya Pradesh,Bhopal,B30,36-45,Male,31.3,Verified
INV003957,Delhi,Noida,T30,36-45,Male,30.9,Verified
INV004647,Madhya Pradesh,Indore,T30,36-45,Female,25.3,Verified
INV004609,Karnataka,Bangalore,T30,26-35,Female,10.3,Verified
INV004450,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Verified
INV004285,Punjab,Chandigarh,T30,26-35,Male,8.0,Verified
INV004226,Punjab,Chandigarh,T30,18-25,Male,3.9,Verified
INV004178,Rajasthan,Jaipur,T30,26-35,Male,24.4,Verified
INV004088,Tamil Nadu,Chennai,T30,36-45,Male,26.8,Verified
INV004946,Gujarat,Surat,T30,26-35,Female,19.5,Verified
INV002549,Delhi,New Delhi,T30,26-35,Male,12.5,Verified
INV002523,Telangana,Hyderabad,T30,46-55,Female,57.2,Verified
INV002679,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Verified
INV000156,Telangana,Hyderabad,T30,46-55,Male,29.1,Verified
INV000260,Delhi,Gurugram,T30,18-25,Male,4.1,Verified
INV000309,Delhi,Gurugram,T30,26-35,Male,18.1,Verified
INV000399,Karnataka,Bangalore,T30,26-35,Male,14.3,Verified
INV000567,Delhi,New Delhi,T30,26-35,Male,9.1,Verified
INV000683,Maharashtra,Mumbai,T30,26-35,Female,17.4,Verified
INV000684,Rajasthan,Udaipur,B30,26-35,Male,10.4,Verified
INV000759,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Verified
INV000825,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Verified
INV000833,Maharashtra,Nashik,B30,18-25,Male,4.4,Verified
INV001011,Madhya Pradesh,Bhopal,B30,26-35,Male,14.4,Pending
INV001021,Maharashtra,Mumbai,T30,56+,Male,50.5,Verified
INV000074,Rajasthan,Jaipur,T30,26-35,Female,8.4,Verified
INV001111,Delhi,Gurugram,T30,18-25,Male,7.8,Verified
INV001109,Delhi,Noida,T30,26-35,Male,18.4,Verified
INV002361,Gujarat,Surat,T30,36-45,Male,59.3,Verified
INV002232,Karnataka,Bangalore,T30,26-35,Female,16.9,Verified
INV001916,Haryana,Gurugram,T30,26-35,Male,11.0,Verified
INV001747,Madhya Pradesh,Indore,T30,18-25,Female,3.8,Verified
INV001697,Haryana,Gurugram,T30,18-25,Male,5.4,Verified
INV001696,West Bengal,Kolkata,T30,56+,Female,55.8,Pending
INV001581,Madhya Pradesh,Indore,T30,18-25,Female,5.7,Verified
INV001407,Rajasthan,Udaipur,B30,26-35,Female,22.2,Verified
INV001385,Tamil Nadu,Chennai,T30,26-35,Male,13.7,Verified
INV001333,Haryana,Faridabad,B30,26-35,Female,19.0,Verified
INV001220,Punjab,Chandigarh,T30,36-45,Male,48.3,Verified
INV001122,Maharashtra,Mumbai,T30,46-55,Female,18.3,Verified
INV001605,Uttar Pradesh,Kanpur,B30,26-35,Female,12.4,Verified
INV002950,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Verified
INV002772,Haryana,Faridabad,B30,26-35,Male,14.7,Verified
INV002739,Tamil Nadu,Chennai,T30,36-45,Female,20.6,Verified
INV002690,Karnataka,Mysore,B30,36-45,Male,58.0,Verified
INV002520,Tamil Nadu,Chennai,T30,36-45,Male,48.9,Verified
INV002570,Punjab,Chandigarh,T30,36-45,Male,55.3,Verified
INV002490,Gujarat,Surat,T30,36-45,Female,28.1,Verified
INV002223,Karnataka,Bangalore,T30,36-45,Female,40.7,Verified
INV002168,Rajasthan,Jaipur,T30,36-45,Male,34.9,Verified
INV002107,Telangana,Hyderabad,T30,26-35,Male,18.2,Verified
INV002958,Punjab,Amritsar,B30,26-35,Male,10.3,Verified
INV002584,Tamil Nadu,Chennai,T30,36-45,Female,40.0,Verified
INV004380,Gujarat,Surat,T30,36-45,Male,16.6,Verified
INV003787,Karnataka,Mysore,B30,46-55,Male,29.3,Verified
INV003815,Gujarat,Surat,T30,36-45,Male,38.7,Verified
INV003973,Rajasthan,Jaipur,T30,26-35,Male,11.4,Verified
INV004058,Tamil Nadu,Chennai,T30,26-35,Male,22.5,Verified
INV004080,Punjab,Amritsar,B30,26-35,Female,18.7,Verified
INV004253,Rajasthan,Udaipur,B30,36-45,Male,42.3,Verified
INV004513,Karnataka,Mysore,B30,36-45,Female,16.9,Verified
INV004638,Delhi,New Delhi,T30,26-35,Male,6.3,Verified
INV004672,Rajasthan,Jaipur,T30,26-35,Male,23.9,Pending
INV004741,Telangana,Hyderabad,T30,26-35,Female,24.9,Verified
INV004852,Gujarat,Ahmedabad,T30,36-45,Male,35.1,Verified
INV004932,Tamil Nadu,Chennai,T30,26-35,Female,21.1,Verified
INV004957,Delhi,New Delhi,T30,36-45,Male,51.2,Verified
INV003544,Delhi,Gurugram,T30,26-35,Male,11.7,Verified
INV002069,West Bengal,Kolkata,T30,46-55,Male,59.0,Verified
INV000659,Haryana,Faridabad,B30,26-35,Male,17.2,Verified
INV001881,Telangana,Hyderabad,T30,26-35,Male,11.2,Verified
INV000044,Karnataka,Mysore,B30,36-45,Male,34.9,Verified
INV000082,Rajasthan,Udaipur,B30,26-35,Female,19.6,Verified
INV000129,Punjab,Amritsar,B30,26-35,Female,21.4,Verified
INV000138,Telangana,Hyderabad,T30,26-35,Male,24.7,Verified
INV000167,Gujarat,Ahmedabad,T30,56+,Male,55.3,Verified
INV000367,Haryana,Gurugram,T30,36-45,Male,38.5,Verified
INV000432,Maharashtra,Pune,T30,18-25,Female,6.7,Verified
INV000463,Gujarat,Ahmedabad,T30,26-35,Male,8.9,Verified
INV000578,Maharashtra,Nashik,B30,26-35,Male,10.9,Verified
INV000608,Haryana,Gurugram,T30,46-55,Male,83.5,Verified
INV000630,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,Verified
INV002030,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,Verified
INV000818,Telangana,Hyderabad,T30,56+,Female,62.5,Verified
INV000293,Karnataka,Mysore,B30,26-35,Female,19.3,Verified
INV001765,Uttar Pradesh,Kanpur,B30,46-55,Male,95.2,Verified
INV001701,Karnataka,Mysore,B30,26-35,Female,24.4,Verified
INV001692,Rajasthan,Jaipur,T30,26-35,Male,11.7,Verified
INV001480,West Bengal,Kolkata,T30,18-25,Male,3.1,Pending
INV001410,Maharashtra,Mumbai,T30,46-55,Male,26.5,Verified
INV001259,Telangana,Hyderabad,T30,26-35,Female,10.6,Verified
INV001228,Karnataka,Bangalore,T30,36-45,Female,29.8,Pending
INV001105,West Bengal,Kolkata,T30,18-25,Female,3.4,Verified
INV001064,West Bengal,Kolkata,T30,46-55,Male,67.9,Verified
INV001013,Telangana,Hyderabad,T30,36-45,Male,40.6,Verified
INV001287,Telangana,Hyderabad,T30,36-45,Female,19.1,Verified
INV004038,Gujarat,Surat,T30,26-35,Female,24.6,Verified
INV003581,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Verified
INV003974,Maharashtra,Nashik,B30,46-55,Male,73.6,Verified
INV003964,Punjab,Chandigarh,T30,26-35,Male,16.7,Pending
INV003863,Gujarat,Surat,T30,36-45,Male,13.9,Verified
INV003803,Rajasthan,Jaipur,T30,26-35,Male,10.8,Verified
INV003801,Punjab,Chandigarh,T30,26-35,Male,17.8,Pending
INV003485,Haryana,Gurugram,T30,36-45,Male,39.1,Verified
INV003328,Karnataka,Mysore,B30,26-35,Female,14.2,Verified
INV003321,Karnataka,Bangalore,T30,46-55,Male,22.5,Verified
INV003312,Maharashtra,Mumbai,T30,26-35,Male,7.9,Verified
INV003267,Rajasthan,Udaipur,B30,36-45,Male,29.9,Verified
INV003263,Tamil Nadu,Chennai,T30,26-35,Female,12.5,Verified
INV002935,Madhya Pradesh,Indore,T30,18-25,Male,5.6,Verified
INV002854,Rajasthan,Jaipur,T30,26-35,Female,8.9,Verified
INV004172,Madhya Pradesh,Indore,T30,26-35,Male,18.5,Verified
INV003385,Punjab,Amritsar,B30,56+,Female,65.9,Verified
INV004814,Karnataka,Bangalore,T30,18-25,Female,7.8,Verified
INV004290,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Verified
INV004958,Maharashtra,Mumbai,T30,36-45,Male,20.9,Verified
INV004924,Telangana,Hyderabad,T30,36-45,Male,16.1,Verified
INV004914,Karnataka,Mysore,B30,26-35,Female,13.4,Verified
INV004871,Punjab,Chandigarh,T30,26-35,Male,9.2,Verified
INV004817,Haryana,Faridabad,B30,26-35,Male,20.4,Verified
INV002790,Telangana,Hyderabad,T30,18-25,Male,4.8,Verified
INV004775,Maharashtra,Mumbai,T30,18-25,Male,4.3,Verified
INV004763,Karnataka,Bangalore,T30,46-55,Female,19.6,Verified
INV004266,Delhi,New Delhi,T30,36-45,Male,35.9,Verified
INV004717,Maharashtra,Nashik,B30,36-45,Female,12.6,Verified
INV004588,West Bengal,Kolkata,T30,46-55,Female,16.2,Verified
INV004441,Uttar Pradesh,Lucknow,T30,26-35,Male,24.0,Verified
INV004434,Gujarat,Surat,T30,46-55,Male,17.7,Verified
INV004431,Tamil Nadu,Coimbatore,B30,26-35,Male,19.8,Verified
INV004384,Delhi,Noida,T30,26-35,Male,12.1,Verified
INV004339,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Pending
INV004600,West Bengal,Kolkata,T30,46-55,Female,35.5,Verified
INV002831,Telangana,Hyderabad,T30,56+,Female,78.0,Verified
INV001648,Telangana,Hyderabad,T30,46-55,Female,96.8,Verified
INV001547,Tamil Nadu,Coimbatore,B30,36-45,Male,55.7,Verified
INV001499,Karnataka,Mysore,B30,26-35,Male,12.9,Verified
INV001472,West Bengal,Kolkata,T30,18-25,Male,5.4,Verified
INV001455,Madhya Pradesh,Indore,T30,36-45,Male,26.8,Verified
INV001398,Madhya Pradesh,Indore,T30,26-35,Female,18.4,Verified
INV000881,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Verified
INV001679,Haryana,Faridabad,B30,36-45,Female,46.7,Verified
INV000752,Punjab,Chandigarh,T30,46-55,Male,32.7,Verified
INV000682,Delhi,New Delhi,T30,56+,Female,69.2,Verified
INV000360,Maharashtra,Mumbai,T30,36-45,Female,55.3,Verified
INV000233,Madhya Pradesh,Indore,T30,46-55,Male,16.3,Verified
INV000228,Karnataka,Bangalore,T30,26-35,Male,7.2,Verified
INV002700,Tamil Nadu,Coimbatore,B30,26-35,Male,8.1,Verified
INV000056,Haryana,Faridabad,B30,26-35,Female,22.5,Verified
INV000047,Haryana,Faridabad,B30,36-45,Male,23.6,Verified
INV000009,Haryana,Gurugram,T30,26-35,Male,17.1,Verified
INV000711,Karnataka,Bangalore,T30,56+,Male,28.3,Verified
INV001680,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Verified
INV000059,Maharashtra,Nashik,B30,18-25,Male,5.2,Verified
INV001709,Delhi,New Delhi,T30,36-45,Male,55.9,Verified
INV002635,Telangana,Hyderabad,T30,18-25,Male,3.8,Verified
INV002552,Delhi,Gurugram,T30,36-45,Male,24.4,Verified
INV002510,Karnataka,Mysore,B30,36-45,Male,32.6,Verified
INV002416,Telangana,Hyderabad,T30,26-35,Female,15.2,Pending
INV002403,Maharashtra,Nashik,B30,18-25,Male,3.3,Verified
INV002379,Madhya Pradesh,Bhopal,B30,26-35,Male,15.6,Verified
INV002335,Punjab,Amritsar,B30,26-35,Male,19.3,Verified
INV002628,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Verified
INV002070,Telangana,Hyderabad,T30,36-45,Male,40.3,Verified
INV001981,Gujarat,Ahmedabad,T30,26-35,Male,19.4,Verified
INV001885,Karnataka,Bangalore,T30,26-35,Male,18.8,Verified
INV001873,Telangana,Hyderabad,T30,36-45,Female,38.9,Verified
INV001778,Maharashtra,Mumbai,T30,26-35,Male,9.7,Pending
INV002099,Tamil Nadu,Chennai,T30,36-45,Female,34.9,Verified
INV001745,Madhya Pradesh,Indore,T30,18-25,Male,7.3,Verified
INV003602,Maharashtra,Nashik,B30,46-55,Male,75.4,Verified
INV003539,Rajasthan,Udaipur,B30,56+,Female,54.9,Verified
INV003537,Punjab,Amritsar,B30,18-25,Male,3.7,Verified
INV003492,Gujarat,Ahmedabad,T30,36-45,Male,35.2,Verified
INV003423,Delhi,Noida,T30,18-25,Female,3.2,Pending
INV003403,Madhya Pradesh,Bhopal,B30,18-25,Male,6.3,Verified
INV003181,Karnataka,Bangalore,T30,18-25,Female,3.9,Verified
INV003229,Maharashtra,Mumbai,T30,46-55,Female,64.4,Verified
INV003218,Tamil Nadu,Chennai,T30,18-25,Male,6.0,Verified
INV003168,Uttar Pradesh,Lucknow,T30,18-25,Male,5.1,Verified
INV003167,Telangana,Hyderabad,T30,26-35,Male,19.8,Verified
INV003144,Haryana,Gurugram,T30,36-45,Female,38.0,Verified
INV003683,Telangana,Hyderabad,T30,26-35,Female,21.0,Verified
INV003352,Maharashtra,Mumbai,T30,36-45,Male,59.3,Verified
INV003736,Karnataka,Mysore,B30,18-25,Male,4.9,Verified
INV003797,Madhya Pradesh,Indore,T30,26-35,Male,6.6,Verified
INV004961,West Bengal,Kolkata,T30,36-45,Male,15.0,Verified
INV004749,Karnataka,Bangalore,T30,56+,Male,45.5,Verified
INV004719,Haryana,Gurugram,T30,46-55,Male,86.8,Verified
INV004510,Haryana,Gurugram,T30,56+,Male,71.8,Verified
INV004388,Gujarat,Surat,T30,26-35,Female,10.3,Verified
INV004363,Delhi,Noida,T30,26-35,Male,20.5,Verified
INV004344,Haryana,Faridabad,B30,26-35,Male,13.5,Verified
INV004270,Rajasthan,Udaipur,B30,18-25,Male,5.7,Verified
INV004223,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Pending
INV004135,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Verified
INV004018,Punjab,Chandigarh,T30,56+,Male,47.9,Verified
INV003961,Rajasthan,Udaipur,B30,46-55,Male,39.6,Verified
INV003742,Tamil Nadu,Chennai,T30,56+,Female,53.9,Verified
INV002594,Haryana,Gurugram,T30,26-35,Male,23.7,Pending
INV001066,Haryana,Gurugram,T30,26-35,Male,23.2,Verified
INV000813,Telangana,Hyderabad,T30,46-55,Male,38.7,Verified
INV000755,Uttar Pradesh,Agra,B30,26-35,Female,13.1,Verified
INV000703,Delhi,New Delhi,T30,26-35,Male,15.4,Verified
INV000649,Tamil Nadu,Chennai,T30,36-45,Male,27.3,Verified
INV000566,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Verified
INV000543,Haryana,Gurugram,T30,36-45,Male,45.4,Verified
INV000989,Gujarat,Surat,T30,36-45,Male,16.1,Pending
INV000263,Madhya Pradesh,Bhopal,B30,56+,Male,21.8,Verified
INV000214,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Verified
INV000171,Delhi,Noida,T30,18-25,Female,6.2,Verified
INV000142,Uttar Pradesh,Lucknow,T30,26-35,Male,13.2,Verified
INV002545,Haryana,Faridabad,B30,36-45,Male,31.5,Verified
INV000532,Madhya Pradesh,Bhopal,B30,26-35,Male,9.0,Verified
INV001047,Tamil Nadu,Chennai,T30,56+,Female,78.8,Verified
INV000413,Haryana,Gurugram,T30,36-45,Female,49.8,Verified
INV002131,Madhya Pradesh,Bhopal,B30,46-55,Male,75.1,Verified
INV002344,Punjab,Chandigarh,T30,46-55,Female,92.9,Verified
INV002281,Uttar Pradesh,Lucknow,T30,18-25,Female,3.1,Verified
INV002176,Haryana,Faridabad,B30,56+,Male,32.0,Verified
INV002140,Tamil Nadu,Chennai,T30,26-35,Male,15.4,Verified
INV002090,Maharashtra,Mumbai,T30,26-35,Male,23.7,Verified
INV001865,Telangana,Hyderabad,T30,18-25,Female,4.3,Verified
INV001863,Rajasthan,Jaipur,T30,36-45,Male,24.2,Verified
INV002010,Uttar Pradesh,Agra,B30,56+,Male,11.6,Verified
INV001744,Karnataka,Mysore,B30,26-35,Male,15.9,Verified
INV001673,West Bengal,Kolkata,T30,26-35,Male,23.0,Verified
INV001467,Punjab,Chandigarh,T30,36-45,Male,32.5,Verified
INV001419,Delhi,New Delhi,T30,26-35,Male,7.1,Verified
INV001205,Madhya Pradesh,Bhopal,B30,26-35,Male,24.1,Verified
INV001170,Karnataka,Mysore,B30,36-45,Male,34.6,Verified
INV001854,Uttar Pradesh,Kanpur,B30,46-55,Male,67.3,Verified
INV003160,Delhi,Gurugram,T30,26-35,Male,24.9,Verified
INV003386,Haryana,Faridabad,B30,26-35,Male,16.8,Verified
INV003222,Punjab,Amritsar,B30,56+,Female,11.7,Pending
INV003210,Haryana,Faridabad,B30,36-45,Female,23.1,Verified
INV004850,Madhya Pradesh,Bhopal,B30,56+,Male,34.8,Verified
INV003057,Punjab,Chandigarh,T30,18-25,Male,6.4,Verified
INV002798,Tamil Nadu,Coimbatore,B30,26-35,Female,24.5,Verified
INV003454,Telangana,Hyderabad,T30,26-35,Male,18.3,Verified
INV002786,Tamil Nadu,Coimbatore,B30,26-35,Female,13.3,Verified
INV003103,Tamil Nadu,Coimbatore,B30,36-45,Female,55.8,Verified
INV003542,Telangana,Hyderabad,T30,26-35,Male,10.0,Verified
INV004401,Rajasthan,Udaipur,B30,26-35,Male,22.6,Verified
INV003771,Telangana,Hyderabad,T30,46-55,Male,47.6,Verified
INV003860,Punjab,Chandigarh,T30,26-35,Male,20.4,Verified
INV004005,West Bengal,Kolkata,T30,26-35,Male,11.0,Verified
INV004069,Delhi,Noida,T30,26-35,Male,21.8,Verified
INV004342,Tamil Nadu,Coimbatore,B30,46-55,Female,22.1,Verified
INV004704,Delhi,New Delhi,T30,26-35,Male,23.1,Verified
INV004831,Maharashtra,Mumbai,T30,18-25,Female,5.9,Verified
INV002759,Delhi,Noida,T30,36-45,Male,44.6,Verified
INV003733,Telangana,Hyderabad,T30,26-35,Male,12.6,Verified
INV002716,Tamil Nadu,Chennai,T30,56+,Female,47.4,Pending
INV001983,West Bengal,Kolkata,T30,36-45,Male,30.6,Verified
INV002401,West Bengal,Kolkata,T30,26-35,Male,20.9,Verified
INV002613,Karnataka,Bangalore,T30,46-55,Female,44.3,Verified
INV000150,Karnataka,Mysore,B30,18-25,Male,3.5,Verified
INV000175,Karnataka,Bangalore,T30,26-35,Male,17.3,Verified
INV000220,Uttar Pradesh,Lucknow,T30,36-45,Male,48.1,Verified
INV000290,Punjab,Chandigarh,T30,26-35,Male,17.9,Verified
INV000487,Telangana,Hyderabad,T30,36-45,Male,41.7,Verified
INV000522,Punjab,Chandigarh,T30,26-35,Female,10.8,Verified
INV000534,Punjab,Amritsar,B30,36-45,Male,16.8,Verified
INV000631,Delhi,Noida,T30,36-45,Female,48.6,Verified
INV000414,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Verified
INV000840,Punjab,Chandigarh,T30,26-35,Male,15.3,Verified
INV000895,Rajasthan,Udaipur,B30,26-35,Male,19.5,Pending
INV000988,Rajasthan,Jaipur,T30,36-45,Male,28.7,Verified
INV001375,Haryana,Gurugram,T30,18-25,Male,6.3,Verified
INV001466,Delhi,Noida,T30,46-55,Female,20.3,Verified
INV001538,Madhya Pradesh,Bhopal,B30,18-25,Female,3.1,Verified
INV001539,Madhya Pradesh,Indore,T30,36-45,Male,32.1,Verified
INV001822,Gujarat,Ahmedabad,T30,36-45,Male,59.6,Verified
INV002045,Rajasthan,Jaipur,T30,18-25,Female,3.8,Pending
INV002243,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,Verified
INV004959,Delhi,New Delhi,T30,18-25,Female,5.8,Verified
INV003698,Madhya Pradesh,Bhopal,B30,36-45,Female,41.5,Verified
INV003652,Punjab,Chandigarh,T30,26-35,Female,16.9,Verified
INV003373,Gujarat,Surat,T30,56+,Male,62.9,Verified
INV003146,Rajasthan,Udaipur,B30,26-35,Male,20.2,Verified
INV003262,Telangana,Hyderabad,T30,46-55,Male,80.2,Verified
INV003158,Karnataka,Mysore,B30,26-35,Male,21.1,Verified
INV003065,Uttar Pradesh,Kanpur,B30,46-55,Male,27.9,Verified
INV003702,Madhya Pradesh,Bhopal,B30,36-45,Male,53.2,Verified
INV003906,Haryana,Faridabad,B30,36-45,Male,39.7,Verified
INV004790,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Verified
INV004292,Uttar Pradesh,Kanpur,B30,26-35,Male,13.0,Verified
INV004328,Telangana,Hyderabad,T30,26-35,Female,12.8,Verified
INV004534,Maharashtra,Nashik,B30,26-35,Male,8.8,Verified
INV004621,Punjab,Amritsar,B30,36-45,Female,16.9,Verified
INV004632,Punjab,Chandigarh,T30,26-35,Male,18.0,Verified
INV004653,Rajasthan,Jaipur,T30,46-55,Female,32.2,Verified
INV004739,Delhi,Gurugram,T30,18-25,Male,3.2,Verified
INV004761,Madhya Pradesh,Indore,T30,26-35,Male,21.4,Verified
INV004856,Maharashtra,Mumbai,T30,36-45,Male,54.3,Verified
INV002986,Punjab,Amritsar,B30,26-35,Male,11.9,Verified
INV004169,Rajasthan,Udaipur,B30,26-35,Female,20.4,Verified
INV002909,Rajasthan,Udaipur,B30,36-45,Male,44.1,Verified
INV001404,West Bengal,Kolkata,T30,46-55,Male,56.2,Verified
INV002681,Maharashtra,Nashik,B30,18-25,Female,7.2,Verified
INV000223,West Bengal,Kolkata,T30,26-35,Male,6.3,Verified
INV000327,Uttar Pradesh,Kanpur,B30,26-35,Male,9.2,Verified
INV000415,Maharashtra,Pune,T30,36-45,Female,20.3,Verified
INV000599,Gujarat,Ahmedabad,T30,36-45,Male,24.0,Verified
INV000638,Rajasthan,Udaipur,B30,26-35,Male,12.7,Verified
INV000673,Maharashtra,Nashik,B30,36-45,Male,47.4,Verified
INV000701,West Bengal,Kolkata,T30,36-45,Female,55.6,Verified
INV000808,Punjab,Chandigarh,T30,36-45,Male,34.9,Verified
INV000820,Telangana,Hyderabad,T30,36-45,Male,50.2,Verified
INV000552,Uttar Pradesh,Lucknow,T30,36-45,Female,35.8,Verified
INV001020,Maharashtra,Mumbai,T30,26-35,Female,13.5,Verified
INV000977,Karnataka,Mysore,B30,56+,Male,22.5,Verified
INV002497,Telangana,Hyderabad,T30,26-35,Female,13.0,Verified
INV002434,Uttar Pradesh,Agra,B30,26-35,Male,13.8,Verified
INV002262,Rajasthan,Udaipur,B30,26-35,Male,8.2,Verified
INV002202,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Verified
INV002217,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Verified
INV001717,Karnataka,Mysore,B30,26-35,Male,23.2,Verified
INV001528,Telangana,Hyderabad,T30,26-35,Female,20.7,Verified
INV001433,West Bengal,Kolkata,T30,26-35,Male,10.9,Verified
INV001418,Delhi,Noida,T30,36-45,Male,39.2,Verified
INV001232,Uttar Pradesh,Agra,B30,46-55,Female,29.8,Verified
INV002080,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,Pending
INV003573,Gujarat,Surat,T30,36-45,Male,51.8,Verified
INV003304,Telangana,Hyderabad,T30,18-25,Female,4.8,Verified
INV003475,Telangana,Hyderabad,T30,26-35,Male,20.7,Verified
INV003399,Telangana,Hyderabad,T30,26-35,Female,16.0,Verified
INV003366,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Verified
INV003354,Punjab,Chandigarh,T30,46-55,Male,48.5,Verified
INV002843,Haryana,Faridabad,B30,26-35,Male,11.8,Verified
INV002911,Gujarat,Surat,T30,26-35,Male,24.1,Verified
